gene_callers_id	WO_assignment	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	pct_alignment
1304	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
1305	WOPip1	100.000	1062	0	0	1	1062	45855	46916	0.0	1962	1062	51606	99.9058
1306	WOPip5	100.000	279	0	0	1	279	73400	73122	2.69e-148	516	279	76824	99.6416
1307	WOPip5	100.000	126	0	0	1	126	73083	72958	1.27e-63	233	126	76824	99.2063
1308	WOPip5	100.000	1983	0	0	1	1983	72226	70244	0.0	3663	1983	76824	99.9496
1309	WOPip5	100.000	357	0	0	1	357	69792	70148	0.0	660	357	76824	99.7199
1310	WOPip5	100.000	333	0	0	1	333	69356	69688	3.11e-178	616	333	76824	99.6997
1311	WOPip5	100.000	471	0	0	1	471	68837	69307	0.0	870	471	76824	99.7877
1312	WOPip5	100.000	255	0	0	1	255	68599	68853	5.35e-135	472	255	76824	99.6078
1313	WOPip5	100.000	465	0	0	1	465	68135	68599	0.0	859	465	76824	99.7849
1314	WOPip5	100.000	477	0	0	1	477	67672	68148	0.0	881	477	76824	99.7904
1315	WOPip5	100.000	492	0	0	1	492	67184	67675	0.0	909	492	76824	99.7967
1316	WOPip5	100.000	306	0	0	1	306	66877	67182	2.90e-163	566	306	76824	99.6732
1317	WOPip5	100.000	1005	0	0	1	1005	65798	66802	0.0	1857	1005	76824	99.9005
1318	WOPip5	100.000	372	0	0	1	372	65401	65772	0.0	688	372	76824	99.7312
1319	WOPip5	100.000	1038	0	0	1	1038	64238	65275	0.0	1917	1038	76824	99.9037
1320	WOPip5	100.000	1413	0	0	1	1413	62811	64223	0.0	2610	1413	76824	99.9292
1321	WOPip5	100.000	1059	0	0	1	1059	61753	62811	0.0	1956	1059	76824	99.9056
1322	WOPip5	100.000	225	0	0	1	225	61529	61753	2.22e-118	416	225	76824	99.5556
1323	WOPip1	100.000	1836	0	0	1	1836	14177	12342	0.0	3391	1836	51606	99.9455
1324	WOPip1	100.000	1473	0	0	1	1473	15649	14177	0.0	2721	1473	51606	99.9321
1325	WOPip1	100.000	477	0	0	1	477	16133	15657	0.0	881	477	51606	99.7904
1326	WOPip1	100.000	1233	0	0	1	1233	17362	16130	0.0	2278	1233	51606	99.9189
1327	WOPip5	100.000	465	0	0	1	465	55941	56405	0.0	859	465	76824	99.7849
1328	WOPip5	100.000	2115	0	0	1	2115	55678	53564	0.0	3906	2115	76824	99.9527
1329	WOPip5	100.000	525	0	0	1	525	52210	51686	0.0	970	525	76824	99.8095
1330	WOPip5	100.000	825	0	0	1	825	51625	50801	0.0	1524	825	76824	99.8788
1331	WOPip5	100.000	807	0	0	1	807	50784	49978	0.0	1491	807	76824	99.8761
1332	WOPip5	100.000	501	0	0	1	501	49938	49438	0.0	926	501	76824	99.8004
1333	WOPip5	100.000	1749	0	0	1	1749	49395	47647	0.0	3230	1749	76824	99.9428
1334	WOPip5	100.000	1137	0	0	1	1137	46504	47640	0.0	2100	1137	76824	99.912
1335	WOPip5	100.000	1212	0	0	1	1212	45351	46562	0.0	2239	1212	76824	99.9175
1336	WOPip5	100.000	684	0	0	1	684	45210	44527	0.0	1264	684	76824	99.8538
1337	WOPip5	100.000	1926	0	0	1	1926	44520	42595	0.0	3557	1926	76824	99.9481
1338	WOPip4	100.000	1218	0	0	1	1218	43510	44727	0.0	2250	1218	72053	99.9179
1339	WOPip4	100.000	195	0	0	1	195	44732	44926	9.08e-102	361	195	72053	99.4872
1340	WOPip4	100.000	1374	0	0	1	1374	44923	46296	0.0	2538	1374	72053	99.9272
1341	WOPip4	100.000	552	0	0	1	552	46319	46870	0.0	1020	552	72053	99.8188
1342	WOPip4	100.000	1179	0	0	1	1179	46863	48041	0.0	2178	1179	72053	99.9152
1343	WOPip5	100.000	507	0	0	1	507	38076	37570	0.0	937	507	76824	99.8028
1344	WOPip5	100.000	201	0	0	1	201	37508	37308	4.34e-105	372	201	76824	99.5025
1345	WOPip5	100.000	282	0	0	1	282	37324	37043	5.84e-150	521	282	76824	99.6454
1346	WOPip5	100.000	258	0	0	1	258	36959	36702	1.17e-136	477	258	76824	99.6124
1347	WOPip5	100.000	2292	0	0	1	2292	36592	34301	0.0	4233	2292	76824	99.9564
1348	WOPip5	100.000	348	0	0	1	348	34301	33954	0.0	643	348	76824	99.7126
1349	WOPip5	100.000	210	0	0	1	210	33957	33748	4.52e-110	388	210	76824	99.5238
1350	WOPip5	100.000	945	0	0	1	945	33747	32803	0.0	1746	945	76824	99.8942
1351	WOPip5	100.000	519	0	0	1	519	32750	32232	0.0	959	519	76824	99.8073
1352	WOPip5	100.000	219	0	0	1	219	32184	31966	4.69e-115	405	219	76824	99.5434
1353	WOPip5	100.000	1020	0	0	1	1020	31569	30550	0.0	1884	1020	76824	99.902
1354	WOPip5	100.000	978	0	0	1	978	29506	30483	0.0	1807	978	76824	99.8978
1355	WOPip4	100.000	1242	0	0	1	1242	58113	56872	0.0	2294	1242	72053	99.9195
1356	WOPip4	100.000	669	0	0	1	669	59077	58409	0.0	1236	669	72053	99.8505
1357	WOPip4	100.000	315	0	0	1	315	59579	59265	2.97e-168	582	315	72053	99.6825
1358	WOPip4	100.000	555	0	0	1	555	60160	59606	0.0	1026	555	72053	99.8198
1359	WOPip5	100.000	921	0	0	1	921	26033	25113	0.0	1701	921	76824	99.8914
1360	WOPip5	100.000	11649	0	0	1	11649	13481	25129	0.0	21512	11649	76824	99.9914
1361	WOPip4	100.000	948	0	0	1	948	42275	41328	0.0	1751	948	72053	99.8945
1362	WOPip5	100.000	468	0	0	1	468	11632	12099	0.0	865	468	76824	99.7863
1363	WOPip5	100.000	4827	0	0	1	4827	6746	11572	0.0	8914	4827	76824	99.9793
1364	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
1365	WOPip5	100.000	3687	0	0	1	3687	5057	1371	0.0	6809	3687	76824	99.9729
1366	WOPip5	100.000	423	0	0	1	423	593	1015	0.0	782	423	76824	99.7636
1371	WOPip1	97.561	41	0	1	261	300	50556	50516	9.77e-14	69.4	300	51606	13
1372	WOPip1	99.716	352	0	1	1	351	50484	50133	0.0	643	351	51606	99.7151
1373	WOPip1	100.000	300	0	0	1	300	50115	49816	6.15e-160	555	300	51606	99.6667
1374	WOPip1	100.000	591	0	0	1	591	49844	49254	0.0	1092	591	51606	99.8308
1375	WOPip5	99.559	227	1	0	1	227	62811	63037	1.19e-117	414	327	76824	69.1131
1376	WOPip5	86.583	1036	131	8	1	1032	61780	62811	0.0	1136	1032	76824	99.9031
1378	WOPip1	93.318	449	27	1	1	449	12809	12364	0.0	660	462	51606	96.9697
1379	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
138	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
1380	WOPip5	100.000	377	0	0	1	377	593	969	0.0	697	474	76824	79.3249
1385	WOPip1	100.000	669	0	0	1	669	50484	49816	0.0	1236	669	51606	99.8505
1386	WOPip1	100.000	591	0	0	1	591	49844	49254	0.0	1092	591	51606	99.8308
1387	WOPip5	99.698	331	0	1	1	330	593	923	6.66e-175	604	330	76824	99.697
1390	WOPip5	100.000	423	0	0	1	423	593	1015	0.0	782	423	76824	99.7636
1391	WOPip5	100.000	136	0	0	69	204	1075	940	5.99e-69	252	204	76824	66.1765
149	WOPip1	100.000	669	0	0	1	669	50484	49816	0.0	1236	669	51606	99.8505
150	WOPip1	100.000	591	0	0	1	591	49844	49254	0.0	1092	591	51606	99.8308
155	WOPip1	93.750	48	3	0	1	48	28479	28526	2.22e-15	73.1	99	51606	47.4747
160	WOPip1	100.000	483	0	0	1	483	28856	29338	0.0	893	483	51606	99.793
161	WOPip1	100.000	381	0	0	1	381	28479	28859	0.0	704	381	51606	99.7375
184	WOPip5	82.362	618	94	9	321	926	3543	2929	6.16e-150	523	1020	76824	59.3137
185	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
19	WOPip5	87.234	376	37	6	1	366	641	1015	1.04e-118	418	366	76824	99.7268
193	WOPip1	88.235	187	14	1	1	179	29145	29331	1.98e-58	217	186	51606	95.6989
194	WOPip1	93.452	168	11	0	1	168	29006	29173	1.81e-68	250	174	51606	95.977
198	WOPip1	100.000	669	0	0	1	669	50484	49816	0.0	1236	669	51606	99.8505
199	WOPip1	100.000	591	0	0	1	591	49844	49254	0.0	1092	591	51606	99.8308
222	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
24	WOPip1	100.000	381	0	0	1	381	28479	28859	0.0	704	381	51606	99.7375
242	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
243	WOPip1	100.000	276	0	0	1	276	1577	1302	1.24e-146	510	276	51606	99.6377
244	WOPip1	100.000	918	0	0	1	918	2659	1742	0.0	1696	918	51606	99.8911
245	WOPip1	100.000	894	0	0	1	894	2780	3673	0.0	1652	894	51606	99.8881
246	WOPip1	100.000	561	0	0	1	561	4595	4035	0.0	1037	561	51606	99.8217
247	WOPip1	100.000	168	0	0	1	168	4908	4741	7.87e-87	311	168	51606	99.4048
248	WOPip1	100.000	792	0	0	1	792	5699	4908	0.0	1463	792	51606	99.8737
249	WOPip1	100.000	336	0	0	1	336	6037	5702	6.74e-180	621	336	51606	99.7024
25	WOPip1	100.000	483	0	0	1	483	28856	29338	0.0	893	483	51606	99.793
250	WOPip1	100.000	255	0	0	1	255	6294	6040	5.35e-135	472	255	51606	99.6078
251	WOPip1	100.000	465	0	0	1	465	6758	6294	0.0	859	465	51606	99.7849
252	WOPip1	100.000	477	0	0	1	477	7221	6745	0.0	881	477	51606	99.7904
253	WOPip1	100.000	498	0	0	1	498	7715	7218	0.0	920	498	51606	99.7992
254	WOPip1	100.000	306	0	0	1	306	8022	7717	2.90e-163	566	306	51606	99.6732
255	WOPip1	100.000	1005	0	0	1	1005	9124	8120	0.0	1857	1005	51606	99.9005
256	WOPip1	100.000	372	0	0	1	372	9521	9150	0.0	688	372	51606	99.7312
257	WOPip1	100.000	1047	0	0	1	1047	10709	9663	0.0	1934	1047	51606	99.9045
258	WOPip1	100.000	1419	0	0	1	1419	12127	10709	0.0	2621	1419	51606	99.9295
259	WOPip1	100.000	225	0	0	1	225	12352	12128	2.22e-118	416	225	51606	99.5556
260	WOPip1	100.000	1836	0	0	1	1836	14177	12342	0.0	3391	1836	51606	99.9455
261	WOPip1	100.000	1473	0	0	1	1473	15649	14177	0.0	2721	1473	51606	99.9321
262	WOPip1	100.000	477	0	0	1	477	16133	15657	0.0	881	477	51606	99.7904
263	WOPip1	100.000	1233	0	0	1	1233	17362	16130	0.0	2278	1233	51606	99.9189
264	WOPip1	100.000	465	0	0	1	465	17940	17476	0.0	859	465	51606	99.7849
265	WOPip1	100.000	852	0	0	1	852	19447	18596	0.0	1574	852	51606	99.8826
266	WOPip1	100.000	1449	0	0	1	1449	20965	19517	0.0	2676	1449	51606	99.931
267	WOPip1	100.000	1395	0	0	1	1395	22784	21390	0.0	2577	1395	51606	99.9283
268	WOPip1	100.000	1791	0	0	1	1791	25088	23298	0.0	3308	1791	51606	99.9442
269	WOPip1	100.000	507	0	0	1	507	25545	25039	0.0	937	507	51606	99.8028
270	WOPip1	100.000	495	0	0	1	495	25606	26100	0.0	915	495	51606	99.798
271	WOPip1	100.000	810	0	0	1	810	26155	26964	0.0	1496	810	51606	99.8765
272	WOPip1	100.000	807	0	0	1	807	26999	27805	0.0	1491	807	51606	99.8761
273	WOPip1	100.000	492	0	0	1	492	27840	28331	0.0	909	492	51606	99.7967
274	WOPip1	100.000	381	0	0	1	381	28479	28859	0.0	704	381	51606	99.7375
275	WOPip1	100.000	483	0	0	1	483	28856	29338	0.0	893	483	51606	99.793
276	WOPip1	100.000	204	0	0	1	204	29354	29557	9.47e-107	377	204	51606	99.5098
277	WOPip1	100.000	507	0	0	1	507	30064	29558	0.0	937	507	51606	99.8028
278	WOPip1	100.000	924	0	0	1	924	30070	30993	0.0	1707	924	51606	99.8918
279	WOPip1	100.000	840	0	0	1	840	31984	31145	0.0	1552	840	51606	99.881
280	WOPip1	100.000	915	0	0	1	915	32924	32010	0.0	1690	915	51606	99.8907
281	WOPip1	100.000	1194	0	0	1	1194	34196	33003	0.0	2206	1194	51606	99.9162
282	WOPip1	100.000	657	0	0	1	657	34952	34296	0.0	1214	657	51606	99.8478
283	WOPip1	100.000	921	0	0	1	921	36043	35123	0.0	1701	921	51606	99.8914
284	WOPip1	100.000	1809	0	0	1	1809	37919	36111	0.0	3341	1809	51606	99.9447
285	WOPip1	100.000	558	0	0	1	558	38467	37910	0.0	1031	558	51606	99.8208
286	WOPip1	100.000	1344	0	0	1	1344	40393	39050	0.0	2483	1344	51606	99.9256
287	WOPip1	100.000	1026	0	0	1	1026	40730	41755	0.0	1895	1026	51606	99.9025
288	WOPip1	100.000	1512	0	0	1	1512	41827	43338	0.0	2793	1512	51606	99.9339
289	WOPip1	100.000	3525	0	0	1	3525	43392	46916	0.0	6510	3525	51606	99.9716
290	WOPip1	100.000	519	0	0	1	519	47490	48008	0.0	959	519	51606	99.8073
291	WOPip1	100.000	411	0	0	1	411	48082	48492	0.0	760	411	51606	99.7567
292	WOPip1	100.000	330	0	0	1	330	48905	49234	1.43e-176	610	330	51606	99.697
293	WOPip1	100.000	591	0	0	1	591	49844	49254	0.0	1092	591	51606	99.8308
294	WOPip1	100.000	669	0	0	1	669	50484	49816	0.0	1236	669	51606	99.8505
295	WOPip1	100.000	378	0	0	1	378	50974	50597	0.0	699	378	51606	99.7354
296	WOPip1	100.000	555	0	0	1	555	51555	51001	0.0	1026	555	51606	99.8198
297	WOPip2	100.000	933	0	0	1	933	48510	47578	0.0	1724	933	48807	99.8928
298	WOPip2	100.000	8247	0	0	1	8247	39348	47594	0.0	15230	8247	48807	99.9879
299	WOPip2	100.000	5913	0	0	1	5913	33439	39351	0.0	10920	5913	48807	99.9831
300	WOPip2	100.000	1338	0	0	1	1338	32690	31353	0.0	2471	1338	48807	99.9253
301	WOPip2	100.000	2199	0	0	1	2199	31345	29147	0.0	4061	2199	48807	99.9545
302	WOPip2	100.000	1947	0	0	1	1947	28497	26551	0.0	3596	1947	48807	99.9486
303	WOPip2	100.000	1482	0	0	1	1482	24603	26084	0.0	2737	1482	48807	99.9325
304	WOPip2	100.000	432	0	0	1	432	24162	24593	0.0	798	432	48807	99.7685
305	WOPip2	100.000	450	0	0	1	450	23708	24157	0.0	832	450	48807	99.7778
306	WOPip2	100.000	711	0	0	1	711	22972	23682	0.0	1314	711	48807	99.8594
307	WOPip2	100.000	1161	0	0	1	1161	21644	22804	0.0	2145	1161	48807	99.9139
308	WOPip2	100.000	786	0	0	1	786	20859	21644	0.0	1452	786	48807	99.8728
309	WOPip2	100.000	336	0	0	1	336	20521	20856	6.74e-180	621	336	48807	99.7024
310	WOPip2	100.000	255	0	0	1	255	20264	20518	5.35e-135	472	255	48807	99.6078
311	WOPip2	100.000	465	0	0	1	465	19803	20267	0.0	859	465	48807	99.7849
312	WOPip2	100.000	474	0	0	1	474	19343	19816	0.0	876	474	48807	99.789
313	WOPip2	100.000	498	0	0	1	498	18849	19346	0.0	920	498	48807	99.7992
314	WOPip2	100.000	321	0	0	1	321	18539	18859	1.40e-171	593	321	48807	99.6885
315	WOPip2	100.000	1005	0	0	1	1005	17535	18539	0.0	1857	1005	48807	99.9005
316	WOPip1	100.000	372	0	0	1	372	9521	9150	0.0	688	372	51606	99.7312
317	WOPip1	100.000	1047	0	0	1	1047	10709	9663	0.0	1934	1047	51606	99.9045
318	WOPip1	100.000	1419	0	0	1	1419	12127	10709	0.0	2621	1419	51606	99.9295
319	WOPip1	100.000	225	0	0	1	225	12352	12128	2.22e-118	416	225	51606	99.5556
320	WOPip1	100.000	1836	0	0	1	1836	14177	12342	0.0	3391	1836	51606	99.9455
321	WOPip1	100.000	1473	0	0	1	1473	15649	14177	0.0	2721	1473	51606	99.9321
322	WOPip1	100.000	477	0	0	1	477	16133	15657	0.0	881	477	51606	99.7904
323	WOPip1	100.000	1233	0	0	1	1233	17362	16130	0.0	2278	1233	51606	99.9189
324	WOPip1	100.000	465	0	0	1	465	17940	17476	0.0	859	465	51606	99.7849
325	WOPip2	100.000	3537	0	0	1	3537	8071	4535	0.0	6532	3537	48807	99.9717
326	WOPip2	100.000	1806	0	0	1	1806	1586	3391	0.0	3336	1806	48807	99.9446
327	WOPip1	100.000	507	0	0	1	507	25545	25039	0.0	937	507	51606	99.8028
328	WOPip1	100.000	495	0	0	1	495	25606	26100	0.0	915	495	51606	99.798
329	WOPip2	100.000	486	0	0	1	486	519	34	0.0	898	636	48807	76.2579
330	WOPip1	100.000	747	0	0	1	747	13088	12342	0.0	1380	747	51606	99.8661
331	WOPip1	100.000	225	0	0	1	225	12352	12128	2.22e-118	416	225	51606	99.5556
332	WOPip1	100.000	1419	0	0	1	1419	12127	10709	0.0	2621	1419	51606	99.9295
333	WOPip1	100.000	1047	0	0	1	1047	10709	9663	0.0	1934	1047	51606	99.9045
334	WOPip1	100.000	372	0	0	1	372	9521	9150	0.0	688	372	51606	99.7312
335	WOPip1	100.000	1005	0	0	1	1005	9124	8120	0.0	1857	1005	51606	99.9005
336	WOPip1	100.000	306	0	0	1	306	8022	7717	2.90e-163	566	306	51606	99.6732
337	WOPip1	100.000	498	0	0	1	498	7715	7218	0.0	920	498	51606	99.7992
338	WOPip1	100.000	477	0	0	1	477	7221	6745	0.0	881	477	51606	99.7904
339	WOPip1	100.000	465	0	0	1	465	6758	6294	0.0	859	465	51606	99.7849
340	WOPip1	100.000	255	0	0	1	255	6294	6040	5.35e-135	472	255	51606	99.6078
341	WOPip1	100.000	336	0	0	1	336	6037	5702	6.74e-180	621	336	51606	99.7024
342	WOPip3	100.000	786	0	0	1	786	7516	8301	0.0	1452	786	29357	99.8728
343	WOPip2	100.000	1161	0	0	1	1161	21644	22804	0.0	2145	1161	48807	99.9139
344	WOPip3	100.000	327	0	0	1	327	9630	9956	6.60e-175	604	327	29357	99.6942
345	WOPip3	100.000	1302	0	0	1	1302	10127	11428	0.0	2405	1302	29357	99.9232
346	WOPip3	100.000	813	0	0	1	813	11440	12252	0.0	1502	813	29357	99.877
347	WOPip3	100.000	474	0	0	1	474	12291	12764	0.0	876	474	29357	99.789
348	WOPip3	100.000	432	0	0	1	432	12769	13200	0.0	798	432	29357	99.7685
349	WOPip3	100.000	1299	0	0	1	1299	13203	14501	0.0	2399	1299	29357	99.923
350	WOPip3	100.000	591	0	0	1	591	15199	14609	0.0	1092	591	29357	99.8308
351	WOPip3	100.000	669	0	0	1	669	15839	15171	0.0	1236	669	29357	99.8505
352	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
353	WOPip3	100.000	3147	0	0	1	3147	20638	17492	0.0	5812	3147	29357	99.9682
354	WOPip3	100.000	972	0	0	1	972	21558	20587	0.0	1796	972	29357	99.8971
355	WOPip3	100.000	546	0	0	1	546	22749	22204	0.0	1009	546	29357	99.8168
356	WOPip3	100.000	135	0	0	1	135	22915	22781	1.36e-68	250	135	29357	99.2593
357	WOPip3	100.000	2367	0	0	1	2367	23230	25596	0.0	4372	2367	29357	99.9578
358	WOPip3	100.000	1815	0	0	1	1815	25768	27582	0.0	3352	1815	29357	99.9449
359	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
360	WOPip3	100.000	261	0	0	1	261	28854	29114	2.54e-138	483	261	29357	99.6169
367	WOPip3	94.363	408	23	0	1	408	15199	14792	0.0	627	411	29357	99.0268
368	WOPip1	99.513	411	2	0	1	411	50226	49816	0.0	749	411	51606	99.7567
369	WOPip1	100.000	247	0	0	1	247	50484	50238	1.46e-130	457	249	51606	98.7952
370	WOPip1	100.000	728	0	0	1	728	134	861	0.0	1345	777	51606	93.565
371	WOPip4	100.000	2290	0	0	14	2303	4978	2689	0.0	4229	2331	72053	98.1982
372	WOPip5	100.000	423	0	0	1	423	593	1015	0.0	782	423	76824	99.7636
375	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
378	WOPip1	92.208	539	42	0	1	539	14177	13639	0.0	763	558	51606	96.4158
379	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
380	WOPip5	93.764	449	26	2	1	448	64238	64685	0.0	673	477	76824	93.7107
381	WOPip5	94.530	1042	46	6	1	1032	63183	64223	0.0	1598	1032	76824	99.9031
382	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
383	WOPip5	95.312	192	9	0	1	192	62811	63002	4.68e-85	305	210	76824	90.9524
385	WOPip5	100.000	423	0	0	1	423	593	1015	0.0	782	423	76824	99.7636
398	WOPip3	94.363	408	23	0	1	408	15199	14792	0.0	627	411	29357	99.0268
399	WOPip1	99.513	411	2	0	1	411	50226	49816	0.0	749	411	51606	99.7567
400	WOPip1	100.000	247	0	0	1	247	50484	50238	1.46e-130	457	249	51606	98.7952
401	WOPip1	100.000	728	0	0	1	728	134	861	0.0	1345	777	51606	93.565
402	WOPip4	85.900	617	75	8	1	617	14776	14172	0.0	647	636	72053	96.8553
403	WOPip1	100.000	669	0	0	1	669	50484	49816	0.0	1236	669	51606	99.8505
404	WOPip1	100.000	591	0	0	1	591	49844	49254	0.0	1092	591	51606	99.8308
405	WOPip1	100.000	95	0	0	506	600	49219	49313	1.15e-45	176	600	51606	15.6667
406	WOPip5	99.698	331	0	1	1	330	593	923	6.66e-175	604	330	76824	99.697
409	WOPip4	100.000	138	0	0	1	138	58	195	3.00e-70	255	138	72053	99.2754
410	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
411	WOPip4	100.000	7863	0	0	1	7863	9188	1326	0.0	14521	7863	72053	99.9873
412	WOPip4	100.000	1014	0	0	1	1014	9856	10869	0.0	1873	1014	72053	99.9014
413	WOPip4	100.000	2757	0	0	1	2757	11079	13835	0.0	5092	2757	72053	99.9637
414	WOPip4	100.000	1488	0	0	1	1488	15646	14159	0.0	2748	1488	72053	99.9328
415	WOPip2	100.000	432	0	0	1	432	24162	24593	0.0	798	432	48807	99.7685
416	WOPip2	100.000	450	0	0	1	450	23708	24157	0.0	832	450	48807	99.7778
417	WOPip2	100.000	711	0	0	1	711	22972	23682	0.0	1314	711	48807	99.8594
418	WOPip2	100.000	1161	0	0	1	1161	21644	22804	0.0	2145	1161	48807	99.9139
419	WOPip2	100.000	786	0	0	1	786	20859	21644	0.0	1452	786	48807	99.8728
420	WOPip2	100.000	336	0	0	1	336	20521	20856	6.74e-180	621	336	48807	99.7024
421	WOPip2	100.000	255	0	0	1	255	20264	20518	5.35e-135	472	255	48807	99.6078
422	WOPip2	100.000	465	0	0	1	465	19803	20267	0.0	859	465	48807	99.7849
423	WOPip2	100.000	474	0	0	1	474	19343	19816	0.0	876	474	48807	99.789
424	WOPip4	100.000	492	0	0	1	492	21394	20903	0.0	909	492	72053	99.7967
425	WOPip4	100.000	219	0	0	1	219	21614	21396	4.69e-115	405	219	72053	99.5434
426	WOPip4	100.000	396	0	0	1	396	22100	21705	0.0	732	396	72053	99.7475
427	WOPip4	100.000	1002	0	0	1	1002	23154	22153	0.0	1851	1002	72053	99.9002
428	WOPip4	100.000	372	0	0	1	372	23551	23180	0.0	688	372	72053	99.7312
429	WOPip4	100.000	1062	0	0	1	1062	24687	23626	0.0	1962	1062	72053	99.9058
430	WOPip4	100.000	1221	0	0	1	1221	25922	24702	0.0	2255	1221	72053	99.9181
431	WOPip4	100.000	1884	0	0	1	1884	27974	26091	0.0	3480	1884	72053	99.9469
432	WOPip4	100.000	1221	0	0	1	1221	29328	28108	0.0	2255	1221	72053	99.9181
433	WOPip4	100.000	465	0	0	1	465	29906	29442	0.0	859	465	72053	99.7849
434	WOPip4	100.000	1020	0	0	1	1020	30375	31394	0.0	1884	1020	72053	99.902
435	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
436	WOPip4	100.000	2058	0	0	1	2058	34454	36511	0.0	3801	2058	72053	99.9514
437	WOPip4	100.000	501	0	0	1	501	36546	37046	0.0	926	501	72053	99.8004
438	WOPip1	100.000	810	0	0	1	810	26155	26964	0.0	1496	810	51606	99.8765
439	WOPip1	100.000	807	0	0	1	807	26999	27805	0.0	1491	807	51606	99.8761
440	WOPip4	100.000	504	0	0	1	504	38749	39252	0.0	931	504	72053	99.8016
441	WOPip4	100.000	684	0	0	1	684	39545	40228	0.0	1264	684	72053	99.8538
442	WOPip4	100.000	945	0	0	1	945	40235	41179	0.0	1746	945	72053	99.8942
443	WOPip4	100.000	948	0	0	1	948	42275	41328	0.0	1751	948	72053	99.8945
444	WOPip4	100.000	792	0	0	1	792	42747	43538	0.0	1463	792	72053	99.8737
